Référence,Version,Prédéterminé,Type,EAN13,Famille,Catalogue,"Tarif national",Garantie,"Étiquette V/F","Fiche technique",Description,masterfile.tender_text,masterfile.codi_duaner,Matériel,Fini,grand,Largeur,Hauteur,Projection,"Source de lumière","Inclure une ampoule","Efficacité énergétique","Unités masterbox","Produit déclassé","Lancement de produit","Poids emballé (kg)","Weight master box","Poids net (kg)","Unité de volume (m3)","Volume Master box (m3)","Length Box 1","Largeur de la boîte 1","Boîte de hauteur 1","Length Box 2","Largeur de la boîte 2","Boîte de hauteur 2","Length Box 3","Largeur de la boîte 3","Boîte de hauteur 3","Length MB 1","Largeur MB 1","Hauteur MB 1","Length MB 2","Largeur MB 2","Hauteur MB 2","Length MB 3","Largeur MB 3","Hauteur MB 3","Watts (W)","Lumens (lm)","Real Lumens (lm)","Température de couleur LED (K)",CRI,"Faisceau de lumière (°)","Réglementation de type",IP,IK,"Image Web","Image d'environnement 1","Image d'environnement 2","Image d'environnement 3","Image de détail 1","Image de détail 2",IMC,EE,Photométrie,masterfile.ploma_comercial,Accessoires,3D,masterfile.ies,masterfile.ldt,"Codi Kenya","Código RETILAP","Maroc Code","Pays Code 4","Pays Code 5","Pays Code 6",Modèle
AG38-P3X8M2DS60,V0,Oui,"Encastrables au plafond",8445386352138,"Play Flat Mini Square Fixed",Architectural,,2,220-240V/50-60Hz,https://files.ledsc4.com/ft2/fr/AG38-P3X8M2DS60.html,"ENCASTRABLES AU PLAFOND PLAY FLAT MINI SQUARE FIXED LED 4.4W 4000K CRI 80 28.4º","LedsC4 Play Flat Mini Square Fixed AG38-P3X8M2DS60  Encastrables au plafond à usage intérieur pour éclairer vers le bas.  Matière de la structure: Aluminium. Finition structure: Noir. Matière du diffuseur: PMMA. Finition diffuseur: Transparent. Garantie: 2 Ans.  Poids net du produit (kg): 0.13 Longueur du produit (mm): 45 Largeur ou diamètre du produit (mm): 45 Hauteur du produit (mm): 30 Ø de l&#039;orifice pour l&#039;encastrement (mm): 40 Épaisseur de plafond admise: 0-13  Classe 2. Luminaire non adapté pour être recouvert de matériaux isolants. Essai au fil incandescent: 850. IP: IP54. LED. Nombre de douilles ou LED: 1. Marque de la LED: CREE. Marque du Driver: OSRAM. Puissance maximale de la source lumineuse: 3W. Température de couleur: 4000K. Indice de rendu des couleurs: 80. Steps Mac Adam: 2. Durée de vie en heures: 50.000h L80B20. Facteur UGR: 18.5. Risque photobiologique: RG2. % de Flickering: &lt;2%. Flux réel (lm): 382. Lm/W réels: 87. Plage de tension/fréquence: 220-240/50-60Hz. Tension: 9. Appareillage fourni: Oui. Puissance totale: 4.4. Facteur de puissance: 0.89. Appareillage réglable fourni: DALI-2/PUSH.",9405119090,"Aluminium, PMMA","Noir, Transparent",45,45,30,,,Oui,E,16,"Descatalogado FR",2023,"0,21","3,36","0,13","0,008","0,128",170,120,120,,,,,,,,,,,,,,,,"4,4",,382,4000K,80,MEDIUM,DALI-2/PUSH,IP54,,https://files.ledsc4.com/main-photo/AG38-P3X8M2DS60,,,,,,https://files.ledsc4.com/imc/AG38-P3X8M2DS60.html,https://files.ledsc4.com/el/AG38-P3X8M2DS60.html,https://files.ledsc4.com/fm/AG38-P3X8M2DS60.html,,https://files.ledsc4.com/ft3/fr/AG38-P3X8M2DS60.html,https://files.ledsc4.com/3d/AG38-P3X8M2DS60.html,https://files.ledsc4.com/ies/AG38-P3X8M2DS60.html,https://files.ledsc4.com/ldt/AG38-P3X8M2DS60.html,,RETILAP-DOWNLIGHT,DW-LED-II,,,,"Play Flat Mini Square Fixed"
AG36-P3W8M2DS60,V0,Oui,"Encastrables au plafond",8445386351735,"Play High Visual Comfort Mini Round Fixed",Architectural,,2,220-240V/50-60Hz,https://files.ledsc4.com/ft2/fr/AG36-P3W8M2DS60.html,"ENCASTRABLES AU PLAFOND PLAY HIGH VISUAL COMFORT MINI ROUND FIXED LED 4.4W 3000K","LedsC4 Play High Visual Comfort Mini Round Fixed AG36-P3W8M2DS60  Encastrables au plafond à usage intérieur pour éclairer vers le bas.  Matière de la structure: Aluminium. Finition structure: Noir. Matière du diffuseur: PMMA. Finition diffuseur: Transparent. Garantie: 2 Ans.  Poids net du produit (kg): 0.14 Largeur ou diamètre du produit (mm): 45 Hauteur du produit (mm): 50 Ø de l&#039;orifice pour l&#039;encastrement (mm): 40 Épaisseur de plafond admise: 0-15  Classe 2. Luminaire non adapté pour être recouvert de matériaux isolants. Essai au fil incandescent: 850. IP: IP54. LED. Nombre de douilles ou LED: 1. Marque de la LED: CREE. Marque du Driver: OSRAM. Puissance maximale de la source lumineuse: 3W. Température de couleur: 3000K. Indice de rendu des couleurs: 80. Steps Mac Adam: 2. Durée de vie en heures: 50.000h L80B20. Facteur UGR: 14.4. Risque photobiologique: RG1. % de Flickering: &lt;2%. Flux réel (lm): 366. Lm/W réels: 83. Plage de tension/fréquence: 220-240/50-60Hz. Tension: 9. Appareillage fourni: Oui. Puissance totale: 4.4. Facteur de puissance: 0.89. Appareillage réglable fourni: DALI-2/PUSH.",9405119090,"Aluminium, PMMA","Noir, Transparent",,45,50,,,Oui,E,16,"Descatalogado FR",2023,"0,23","3,68","0,14","0,008","0,128",170,120,120,,,,,,,,,,,,,,,,"4,4",,366,3000K,80,MEDIUM,DALI-2/PUSH,IP54,,https://files.ledsc4.com/main-photo/AG36-P3W8M2DS60,,,,,,https://files.ledsc4.com/imc/AG36-P3W8M2DS60.html,https://files.ledsc4.com/el/AG36-P3W8M2DS60.html,https://files.ledsc4.com/fm/AG36-P3W8M2DS60.html,,https://files.ledsc4.com/ft3/fr/AG36-P3W8M2DS60.html,https://files.ledsc4.com/3d/AG36-P3W8M2DS60.html,https://files.ledsc4.com/ies/AG36-P3W8M2DS60.html,https://files.ledsc4.com/ldt/AG36-P3W8M2DS60.html,,RETILAP-DOWNLIGHT,DW-LED-II,,,,"Play High Visual Comfort Mini Round Fixed"
AG65-P3X8F1DS60,V0,Oui,"Encastrables au plafond",8445386353197,"Play Snoot Mini Round Adjustable",Architectural,,2,220-240V/50-60Hz,https://files.ledsc4.com/ft2/fr/AG65-P3X8F1DS60.html,"ENCASTRABLES AU PLAFOND PLAY SNOOT MINI ROUND ADJUSTABLE LED 4.4W 4000K CRI 80 4","LedsC4 Play Snoot Mini Round Adjustable AG65-P3X8F1DS60  Encastrables au plafond à usage intérieur pour éclairer vers le bas.  Source lumineuse orientable. Matière de la structure: Aluminium. Finition structure: Noir. Matière du diffuseur: PMMA. Finition diffuseur: Transparent. Garantie: 2 Ans.  Poids net du produit (kg): 0.18 Largeur ou diamètre du produit (mm): 70 Hauteur du produit (mm): 40 Ø de l&#039;orifice pour l&#039;encastrement (mm): 60 Épaisseur de plafond admise: 0-15  Classe 2. Luminaire non adapté pour être recouvert de matériaux isolants. Essai au fil incandescent: 850. IP: IP54. LED. Nombre de douilles ou LED: 1. Marque de la LED: CREE. Marque du Driver: OSRAM. Puissance maximale de la source lumineuse: 3W. Température de couleur: 4000K. Indice de rendu des couleurs: 80. Steps Mac Adam: 2. Durée de vie en heures: 50.000h L80B20. Facteur UGR: 19.7. Risque photobiologique: RG2. % de Flickering: &lt;2%. Flux réel (lm): 330. Lm/W réels: 75. Plage de tension/fréquence: 220-240/50-60Hz. Tension: 9. Appareillage fourni: Oui. Puissance totale: 4.4. Facteur de puissance: 0.89. Appareillage réglable fourni: DALI-2/PUSH.",9405119090,"Aluminium, PMMA","Noir, Transparent",,70,40,,,Oui,E,16,"Descatalogado FR",2023,"0,26","4,16","0,18","0,008","0,128",170,120,120,,,,,,,,,,,,,,,,"4,4",,330,4000K,80,FLOOD,DALI-2/PUSH,IP54,,https://files.ledsc4.com/main-photo/AG65-P3X8F1DS60,,,,,,https://files.ledsc4.com/imc/AG65-P3X8F1DS60.html,https://files.ledsc4.com/el/AG65-P3X8F1DS60.html,https://files.ledsc4.com/fm/AG65-P3X8F1DS60.html,,https://files.ledsc4.com/ft3/fr/AG65-P3X8F1DS60.html,https://files.ledsc4.com/3d/AG65-P3X8F1DS60.html,https://files.ledsc4.com/ies/AG65-P3X8F1DS60.html,https://files.ledsc4.com/ldt/AG65-P3X8F1DS60.html,,RETILAP-DOWNLIGHT,DW-LED-II,,,,"Play Snoot Mini Round Adjustable"
05-A009-AH-M1,V0,Oui,"Applique murale",8445386367040,Bend,Decorative,,2,220-240V/50-60Hz,https://files.ledsc4.com/ft2/fr/05-A009-AH-M1.html,"APPLIQUE MURALE BEND LED 10W 3000K ON-OFF ARGENT 239LM","LedsC4 Bend 05-A009-AH-M1  Applique murale à usage intérieur pour éclairer vers le haut et vers le bas  Matière de la structure: Aluminium, Aluminium. Finition structure: Argent. Matière du diffuseur: PMMA. Finition diffuseur: Transparent, Mat. Garantie: 2 Ans.  Poids net du produit (kg): 0.51 Longueur du produit (mm): 220 Largeur ou diamètre du produit (mm): 91 Sortie du produit (mm): 76  Classe 1. IP: IP20. LED. Nombre de douilles ou LED: 1. Marque de la LED: CREE. Puissance maximale de la source lumineuse: 9W. Température de couleur: 3000K. Indice de rendu des couleurs: 80. Steps Mac Adam: 3. Durée de vie en heures: 50.000h L80B20. Facteur UGR: 11.0. Risque photobiologique: RG2. % de Flickering: +/- 5%. Flux réel (lm): 239. Flux nominal (lm): 766. Lm/W réels: 24. Plage de tension/fréquence: 220-240V, 50/60Hz. Tension: 3. Appareillage fourni: Oui. Puissance totale: 10. Facteur de puissance: 0.50. Appareillage réglable fourni: ON-OFF.",9405119090,"Aluminium, Aluminium, PMMA","Argent, Transparent, Mat",220,91,,76,"1xLED 9 766 lm",Oui,F,20,"Descatalogado FR",2023,"0,67","13,4","0,51","0,003","0,06",230,80,132,,,,,,,,,,,,,,,,10,766,239,3000K,80,"Check Photometric file",ON-OFF,IP20,,https://files.ledsc4.com/main-photo/05-A009-AH-M1,https://files.ledsc4.com/ambience-photo/1/05-A009-AH-M1,,,,,https://files.ledsc4.com/imc/05-A009-AH-M1.html,https://files.ledsc4.com/el/05-A009-AH-M1.html,https://files.ledsc4.com/fm/05-A009-AH-M1.html,https://files.ledsc4.com/pl/05-A009-AH-M1.html,,https://files.ledsc4.com/3d/05-A009-AH-M1.html,https://files.ledsc4.com/ies/05-A009-AH-M1.html,https://files.ledsc4.com/ldt/05-A009-AH-M1.html,,RETILAP-DECORATIVE,FX-LED-I,,,,
05-A010-14-14,V0,Oui,"Applique murale",8445386367293,"Lia LED 400mm",Decorative,,2,220-240V/50-60Hz,https://files.ledsc4.com/ft2/fr/05-A010-14-14.html,"APPLIQUE MURALE LIA LED 400MM LED 16.7W 3000K ON-OFF BLANC 1019LM","LedsC4 Lia LED 400mm 05-A010-14-14  Applique murale à usage intérieur pour éclairer frontalement et vers le bas.  Matière de la structure: Acier. Finition structure: Blanc. Matière du diffuseur: Polycarbonate. Finition diffuseur: Opale. Garantie: 2 Ans.  Poids net du produit (kg): 1.01 Largeur ou diamètre du produit (mm): 400 Hauteur du produit (mm): 50 Sortie du produit (mm): 80  Classe 2. Essai au fil incandescent: 960. IP: IP20. LED. Nombre de douilles ou LED: 1. Marque de la LED: SEOUL. Puissance maximale de la source lumineuse: 14.4W. Température de couleur: 3000K. Indice de rendu des couleurs: 80. Steps Mac Adam: 3. Durée de vie en heures: 50.000h L80B20. Facteur UGR: 13.1. Risque photobiologique: RG1. % de Flickering: &lt;5%. Flux réel (lm): 1019. Lm/W réels: 61. Plage de tension/fréquence: 220-240V, 50/60Hz. Tension: 3. Appareillage fourni: Oui. Puissance totale: 16.7. Facteur de puissance: 0.90. Appareillage réglable fourni: ON-OFF.",9405119090,"Acier, Polycarbonate","Blanc, Opale",,400,50,80,,Oui,F,6,"Descatalogado FR",2023,"1,47","8,82","1,01","0,008","0,048",460,100,130,,,,,,,,,,,,,,,,"16,7",,1019,3000K,80,SPOT,ON-OFF,IP20,,https://files.ledsc4.com/main-photo/05-A010-14-14,,,,,,https://files.ledsc4.com/imc/05-A010-14-14.html,https://files.ledsc4.com/el/05-A010-14-14.html,https://files.ledsc4.com/fm/05-A010-14-14.html,,,https://files.ledsc4.com/3d/05-A010-14-14.html,https://files.ledsc4.com/ies/05-A010-14-14.html,https://files.ledsc4.com/ldt/05-A010-14-14.html,,RETILAP-DECORATIVE,FX-LED-II,,,,"Lia LED 400mm"
DE-0107-VRD,V0,Oui,"Applique de plafond",8445386375274,Pinta,DIY,,5,220-240V/50-60Hz,https://files.ledsc4.com/ft2/fr/DE-0107-VRD.html,"PLAFONNIER IP20 PINTA LED 15.2W 4000K ON-OFF VERT","LedsC4 Pinta DE-0107-VRD  Applique de plafond à usage intérieur pour éclairer vers le bas.  Matière de la structure: Acier, Bois. Finition structure: Vert. Matière du diffuseur: Polystyrène. Finition diffuseur: OPAL. Garantie: 5 Ans.  Poids net du produit (kg): 0.7 Largeur ou diamètre du produit (mm): 300 Hauteur du produit (mm): 50  Classe 1. IP: IP20. LED. Nombre de douilles ou LED: 1. Puissance maximale de la source lumineuse: 15.2W. Température de couleur: 4000K. Indice de rendu des couleurs: 80. Steps Mac Adam: 3. Durée de vie en heures: 36.000h L70B30. Risque photobiologique: RG0. Flux nominal (lm): 1730. Plage de tension/fréquence: 175-265V /  50-60Hz. Tension: 6. Appareillage fourni: Oui. Puissance totale: 18. Facteur de puissance: 0.50. Appareillage réglable fourni: ON-OFF.",9405119090,"Acier, Bois, Polystyrène","Vert, OPAL",,300,50,,"1xLED 15.2 1730 lm",Oui,E,20,"Discontinuo_NC FR",2022,"0,92","18,4","0,7","0,007","0,14",320,60,320,,,,,,,,,,,,,,,,18,1730,,4000K,80,,ON-OFF,IP20,,https://files.ledsc4.com/main-photo/DE-0107-VRD,https://files.ledsc4.com/ambience-photo/1/DE-0107-VRD,,,https://files.ledsc4.com/detail-photo/1/DE-0107-VRD,https://files.ledsc4.com/detail-photo/2/DE-0107-VRD,https://files.ledsc4.com/imc/DE-0107-VRD.html,https://files.ledsc4.com/el/DE-0107-VRD.html,,,,,,,,RETILAP-DECORATIVE,FX-LED-I,,,,
AG68-P7W9M2OUWN,V0,Oui,Suspension,8445386409481,"Play Deco Pendant",Architectural,,2,"100-240V ~ 50/60Hz",https://files.ledsc4.com/ft2/fr/AG68-P7W9M2OUWN.html,"SUSPENSION PLAY DECO PENDANT 8.6W 3000K CRI 92 ON-OFF NOIR/NOIR IP20 636LM","LedsC4 Play Deco Pendant AG68-P7W9M2OUWN  Suspension à usage intérieur pour éclairer vers le bas.  Matière de la structure: Aluminium. Finition structure: Noir/Noir. Matière du diffuseur: PMMA. Finition diffuseur: Transparent. Garantie: 2 Ans.  Poids net du produit (kg): 0.86 Largeur ou diamètre du produit (mm): 72.5 Hauteur du produit (mm): 1500  Classe 2. IP: IP20. LED. Nombre de douilles ou LED: 1. Marque de la LED: CREE. Marque du Driver: VOSSLOH-SCHWABE. Puissance maximale de la source lumineuse: 6.4W. Température de couleur: 3000K. Indice de rendu des couleurs: 92. Steps Mac Adam: 2. Durée de vie en heures: 50.000h L80B20. Facteur UGR: 9.9. Risque photobiologique: RG1. Flux réel (lm): 700. Lm/W réels: 81. Plage de tension/fréquence: 100-240/50-60Hz. Tension: 9. Appareillage fourni: Oui. Puissance totale: 8.6. Facteur de puissance: NULL. Appareillage réglable fourni: ON-OFF.",9405119090,"Aluminium, PMMA","Noir/Noir, Transparent",,"72,5",1500,,,Oui,F,1,"Descatalogado FR",2023,"1,03","1,03","0,86","0,006","0,006",130,135,365,,,,,,,,,,,,,,,,"8,6",,700,3000K,92,MEDIUM,ON-OFF,IP20,,https://files.ledsc4.com/main-photo/AG68-P7W9M2OUWN,,,,,,https://files.ledsc4.com/imc/AG68-P7W9M2OUWN.html,https://files.ledsc4.com/el/AG68-P7W9M2OUWN.html,https://files.ledsc4.com/fm/AG68-P7W9M2OUWN.html,,,https://files.ledsc4.com/3d/AG68-P7W9M2OUWN.html,https://files.ledsc4.com/ies/AG68-P7W9M2OUWN.html,https://files.ledsc4.com/ldt/AG68-P7W9M2OUWN.html,,RETILAP-DECORATIVE,FX-LED-II,,,,
PX-0462-ANT,V0,Oui,Balise,8445386487540,REWOOD,DIY,,5,220-240V/50-60Hz,https://files.ledsc4.com/ft2/fr/PX-0462-ANT.html,"BALISE IP54 REWOOD LED 14.2W 4000K GRIS URBAIN 1710","LedsC4 REWOOD PX-0462-ANT  Balise  Le module optique peut facilement tourner 360º. Matière de la structure: Aluminium. Finition structure: Gris urbain. Matière du diffuseur: Polycarbonate. Finition diffuseur: Transparent. Protection contre les rayons ultraviolets. Garantie: 5 Ans.  Poids net du produit (kg): 1.14 Largeur ou diamètre du produit (mm): 65 Hauteur du produit (mm): 700  Classe 1. IP: IP54. IK: IK10. LED. Nombre de douilles ou LED: 1. Puissance maximale de la source lumineuse: 14.2W. Température de couleur: 4000K. Indice de rendu des couleurs: 80. Steps Mac Adam: 5. Durée de vie en heures: 36.000h L70B30. Facteur UGR: 26.7. Risque photobiologique: RG0. Flux réel (lm): 1158. Flux nominal (lm): 1710. Lm/W réels: 82. Tension: 18. Appareillage fourni: Oui. Puissance totale: 14.2. Facteur de puissance: 0.65.",9405219090,"Aluminium, Polycarbonate","Gris urbain, Transparent",,65,700,,"1xLED 14.2 1710 lm",Oui,F,6,"Discontinuo_NC FR",2023,"1,35","8,1","1,14","0,005","0,03",75,75,710,,,,,,,,,,,,,,,,"14,2",1710,1158,4000K,80,"Check Photometric file",,IP54,IK10,https://files.ledsc4.com/main-photo/PX-0462-ANT,,,,,,https://files.ledsc4.com/imc/PX-0462-ANT.html,https://files.ledsc4.com/el/PX-0462-ANT.html,,,,,,,,RETILAP-BALIZA,FX-LED-I,,,,
PX-0469-NEG,V0,Oui,"Applique murale",8445386458243,OPALO,Forlight,,5,220-240V/50-60Hz,https://files.ledsc4.com/ft2/fr/PX-0469-NEG.html,"APPLIQUE MURALE IP44 OPALO LED 9.4W 4000K ON-OFF NOIR 975","LedsC4 OPALO PX-0469-NEG  Applique murale à usage extérieur pour éclairer frontalement et vers le haut.  Matière de la structure: Aluminium. Finition structure: Noir. Matière du diffuseur: Polycarbonate. Finition diffuseur: OPAL. Garantie: 5 Ans.  Poids net du produit (kg): 0.45 Largeur ou diamètre du produit (mm): 80 Hauteur du produit (mm): 120 Sortie du produit (mm): 110  Classe 1. IP: IP44. LED. Nombre de douilles ou LED: 1. Puissance maximale de la source lumineuse: 9.4W. Température de couleur: 4000K. Indice de rendu des couleurs: 80. Steps Mac Adam: 5. Durée de vie en heures: 36.000h L70B30. Facteur UGR: 19.7. Risque photobiologique: RG0. Flux réel (lm): 421. Flux nominal (lm): 975. Lm/W réels: 45. Plage de tension/fréquence: 220-240/50-60Hz. Tension: 18. Appareillage fourni: Oui. Puissance totale: 9.4. Facteur de puissance: 0.74. Appareillage réglable fourni: ON-OFF.",9405119090,"Aluminium, Polycarbonate","Noir, OPAL",,80,120,110,"1xLED 9.4 975 lm",Oui,E,8,"Discontinuo_NC FR",2023,"0,56","4,48","0,45","0,002","0,016",120,85,125,,,,,,,,,,,,,,,,"9,4",975,421,4000K,80,,ON-OFF,IP44,,https://files.ledsc4.com/main-photo/PX-0469-NEG,https://files.ledsc4.com/ambience-photo/1/PX-0469-NEG,,,https://files.ledsc4.com/detail-photo/1/PX-0469-NEG,https://files.ledsc4.com/detail-photo/2/PX-0469-NEG,https://files.ledsc4.com/imc/PX-0469-NEG.html,https://files.ledsc4.com/el/PX-0469-NEG.html,,,,,,,,RETILAP-APLIQUE,FX-LED-I,,,,
PX-0524-NEG,V0,Oui,Balise,8445386485706,PIXA,Forlight,"83,05",3,"100-240V ~ 50/60Hz",https://files.ledsc4.com/ft2/fr/PX-0524-NEG.html,"BALISE IP44 PIXA GU10 16W NOIR","LedsC4 PIXA PX-0524-NEG  Balise à usage intérieur  Source lumineuse orientable. Matière de la structure: Acier inoxydable AISI 202. Finition structure: Noir. Matière du diffuseur: Verre. Finition diffuseur: Transparent. Garantie: 3 Ans.  Poids net du produit (kg): 1.64 Longueur du produit (mm): 335 Largeur ou diamètre du produit (mm): 135 Hauteur du produit (mm): 810  Classe 1. IP: IP44. IK: IK06. Puissance totale: 16.",9405299090,"Acier inoxydable AISI 202, Verre","Noir, Transparent",335,135,810,,,Non,"NA EPREL",4,"Discontinuo FR",2023,"2,22","8,88","1,64","0,03","0,12",210,145,810,,,,,,,,,,,,,,,,16,,,,,,,IP44,IK06,https://files.ledsc4.com/main-photo/PX-0524-NEG,https://files.ledsc4.com/ambience-photo/1/PX-0524-NEG,,,https://files.ledsc4.com/detail-photo/1/PX-0524-NEG,,https://files.ledsc4.com/imc/PX-0524-NEG.html,,https://files.ledsc4.com/fm/PX-0524-NEG.html,,,,https://files.ledsc4.com/ies/PX-0524-NEG.html,https://files.ledsc4.com/ldt/PX-0524-NEG.html,,RETILAP-BALIZA,FX-INC-I,,,,
PX-0548-NEG,V0,Oui,"Projecteur et spot",8445386638522,HUB,DIY,,5,Solar,https://files.ledsc4.com/ft2/fr/PX-0548-NEG.html,"PROJECTEUR ET SPOT IP65 HUB LED 15W BLANC FROID - 6 500 K NOIR 300","LedsC4 HUB PX-0548-NEG  Projecteur et spot  Matière de la structure: Technopolymère. Finition structure: Noir. Matière du diffuseur: Verre. Finition diffuseur: Transparent. Protection contre les rayons ultraviolets. Garantie: 5 Ans.  Poids net du produit (kg): 0.9 Largeur ou diamètre du produit (mm): 70 Hauteur du produit (mm): 270 Sortie du produit (mm): 90  Classe 3. IP: IP65. IK: IK07. LED. Nombre de douilles ou LED: 3. Puissance maximale de la source lumineuse: 5W. Température de couleur: 6500K. Indice de rendu des couleurs: 80. Steps Mac Adam: 5. Durée de vie en heures: 36.000h L70B30. Risque photobiologique: RG1. Flux nominal (lm): 300. Tension: 3. Puissance totale: 15.",9405411000,"Technopolymère, Verre","Noir, Transparent",,70,270,90,"3xLED 5 300 lm",Oui,"NA EPREL",16,"Discontinuo_NC FR",2023,"1,18","18,88","0,9","0,006","0,096",251,180,148,,,,,,,,,,,,,,,,15,300,,"Blanc froid - 6 500 K",80,,,IP65,IK07,https://files.ledsc4.com/main-photo/PX-0548-NEG,https://files.ledsc4.com/ambience-photo/1/PX-0548-NEG,,,https://files.ledsc4.com/detail-photo/1/PX-0548-NEG,https://files.ledsc4.com/detail-photo/2/PX-0548-NEG,https://files.ledsc4.com/imc/PX-0548-NEG.html,,,,https://files.ledsc4.com/ft3/fr/PX-0548-NEG.html,,,,,RETILAP-SOLAR,FX-LED-II,,,,
PX-0504-ANT,V0,Oui,"Applique murale",8445386458182,ELAINE,Forlight,,2,"100-240V ~ 50/60Hz",https://files.ledsc4.com/ft2/fr/PX-0504-ANT.html,"APPLIQUE MURALE IP54 ELAINE E27 15W GRIS URBAIN","LedsC4 ELAINE PX-0504-ANT  Applique murale  Matière de la structure: Aluminium. Finition structure: Gris urbain. Matière du diffuseur: Polycarbonate. Finition diffuseur: Transparent. Garantie: 2 Ans.  Poids net du produit (kg): 1.25 Largeur ou diamètre du produit (mm): 175 Hauteur du produit (mm): 350 Sortie du produit (mm): 200  Classe 1. IP: IP54. IK: IK10. Appareillage fourni: No. Puissance totale: 15. Facteur de puissance: NULL.",9405199090,"Aluminium, Polycarbonate","Gris urbain, Transparent",,175,350,200,,Non,"NA EPREL",4,"Descatalogado FR",2023,"1,68","6,72","1,25","0,021","0,084",220,185,420,,,,,,,,,,,,,,,,15,,,,,,,IP54,IK10,https://files.ledsc4.com/main-photo/PX-0504-ANT,https://files.ledsc4.com/ambience-photo/1/PX-0504-ANT,,,,,https://files.ledsc4.com/imc/PX-0504-ANT.html,,,,,,,,,RETILAP-APLIQUE,FX-INC-I,,,,
PX-0506-ANT,V0,Oui,Balise,8445386458052,MUNIC,DIY,,5,"100-240V ~ 50/60Hz",https://files.ledsc4.com/ft2/fr/PX-0506-ANT.html,"BALISE IP54 MUNIC E27 15W GRIS URBAIN","LedsC4 MUNIC PX-0506-ANT  Balise  Matière de la structure: Aluminium. Finition structure: Gris urbain. Matière du diffuseur: Polycarbonate. Finition diffuseur: Semi-transparent. Garantie: 5 Ans.  Poids net du produit (kg): 1.6 Longueur du produit (mm): 130 Largeur ou diamètre du produit (mm): 130 Hauteur du produit (mm): 800  Classe 1. IP: IP54. IK: IK10. Puissance totale: 15.",9405299090,"Aluminium, Polycarbonate","Gris urbain, Semi-transparent",130,130,800,,,Non,"NA EPREL",4,"Discontinuo_NC FR",2023,"2,1","8,4","1,6","0,019","0,076",140,140,814,,,,,,,,,,,,,,,,15,,,,,,,IP54,IK10,https://files.ledsc4.com/main-photo/PX-0506-ANT,https://files.ledsc4.com/ambience-photo/1/PX-0506-ANT,,,,,https://files.ledsc4.com/imc/PX-0506-ANT.html,,,,,,,,,RETILAP-BALIZA,FX-INC-I,,,,
PX-0552-ANT,V0,Oui,"Applique murale",8445386483993,PALE,DIY,,5,220-240V/50-60Hz,https://files.ledsc4.com/ft2/fr/PX-0552-ANT.html,"APPLIQUE MURALE IP54 PALE LED 10.5W 4000K ON-OFF GRIS URBAIN 1200","LedsC4 PALE PX-0552-ANT  Applique murale  Source lumineuse orientable. Matière de la structure: Aluminium. Finition structure: Gris urbain. Matière du diffuseur: Polycarbonate. Finition diffuseur: Blanc opale. Garantie: 5 Ans.  Poids net du produit (kg): 0.2 Largeur ou diamètre du produit (mm): 83 Hauteur du produit (mm): 110 Sortie du produit (mm): 35  Classe 1. IP: IP54. IK: IK07. LED. Nombre de douilles ou LED: 1. Puissance maximale de la source lumineuse: 9.5W. Température de couleur: 4000K. Indice de rendu des couleurs: 80. Steps Mac Adam: 3. Durée de vie en heures: 36.000h L70B30. Risque photobiologique: RG0. Flux nominal (lm): 1200. Plage de tension/fréquence: 220-240/50-60Hz. Tension: 18. Appareillage fourni: No. Puissance totale: 10.5. Facteur de puissance: 0.70. Appareillage réglable fourni: ON-OFF.",9405119090,"Aluminium, Polycarbonate","Gris urbain, Blanc opale",,83,110,35,"1xLED 9.5 1200 lm",Oui,E,20,"Discontinuo_NC FR",2023,"0,26","5,2","0,2","0,001","0,02",100,45,120,,,,,,,,,,,,,,,,"10,5",1200,,4000K,80,,ON-OFF,IP54,IK07,https://files.ledsc4.com/main-photo/PX-0552-ANT,https://files.ledsc4.com/ambience-photo/1/PX-0552-ANT,,,https://files.ledsc4.com/detail-photo/1/PX-0552-ANT,https://files.ledsc4.com/detail-photo/2/PX-0552-ANT,https://files.ledsc4.com/imc/PX-0552-ANT.html,https://files.ledsc4.com/el/PX-0552-ANT.html,,,,,,,,RETILAP-APLIQUE,FX-LED-I,,,,
